2020-08-23,55.5
2020-08-24,55.5
2020-08-25,55.5
2020-08-26,55.5
2020-08-27,55.5
2020-08-28,55.5
2020-08-29,55.5
2020-08-30,55.5
2020-08-31,55.5
2020-09-01,55.5
2020-09-02,55.5
2020-09-03,55.5
2020-09-04,55.5
2020-09-05,55.5
2020-09-06,55.5
2020-09-07,55.5
2020-09-08,55.5
2020-09-09,55.5
2020-09-10,55.5
2020-09-11,55.5
2020-09-12,55.5
2020-09-13,55.5
2020-09-14,55.5
2020-09-15,55.5
2020-09-16,55.5
2020-09-17,55.5
2020-09-18,55.5
2020-09-19,55.5
2020-09-20,55.5
2020-09-21,55.5
2020-09-22,55.5
2020-09-23,55.5
2020-09-24,55.5
2020-09-25,55.5
2020-09-26,55.5
2020-09-27,55.5
2020-09-28,55.5
2020-09-29,55.5
2020-09-30,55.5
2020-10-01,55.5
2020-10-02,55.5
2020-10-03,55.5
2020-10-04,55.5
2020-10-05,55.5
2020-10-06,55.5
2020-10-07,55.5
2020-10-08,55.5
2020-10-09,55.5
2020-10-10,55.5
2020-10-11,55.5
2020-10-12,55.5
2020-10-13,55.5
2020-10-14,55.5
2020-10-15,55.5
2020-10-16,55.5
2020-10-17,55.5
2020-10-18,55.5
2020-10-19,55.5
2020-10-20,55.5
2020-10-21,55.5
2020-10-22,55.5
2020-10-23,55.5
2020-10-24,55.5
2020-10-25,55.5
2020-10-26,55.5
2020-10-27,55.5
2020-10-28,55.5
2020-10-29,55.5
2020-10-30,55.5
2020-10-31,55.5
2020-11-01,55.5
2020-11-02,55.5
2020-11-03,55.5
2020-11-04,55.5
2020-11-05,55.5
2020-11-06,55.5
2020-11-07,55.5
2020-11-08,55.5
2020-11-09,55.5
2020-11-10,55.5
2020-11-11,55.5
2020-11-12,55.5
2020-11-13,55.5
2020-11-14,55.5
2020-11-15,55.5
2020-11-16,55.5
2020-11-17,55.5
2020-11-18,55.5
2020-11-19,55.5
2020-11-20,55.5
2020-11-21,55.5
2020-11-22,55.5
2020-11-23,55.5
2020-11-24,55.5
2020-11-25,55.5
2020-11-26,55.5
2020-11-27,55.5
2020-11-28,55.5
2020-11-29,55.5
2020-11-30,55.5
2020-12-01,55.5
2020-12-02,55.5
2020-12-03,55.5
2020-12-04,55.5
2020-12-05,55.5
2020-12-06,55.5
2020-12-07,55.5
2020-12-08,55.5
2020-12-09,55.5
2020-12-10,55.5
2020-12-11,55.5
2020-12-12,55.5
2020-12-13,55.5
2020-12-14,55.5
2020-12-15,55.5
2020-12-16,55.5
2020-12-17,55.5
2020-12-18,55.5
2020-12-19,55.5
2020-12-20,55.5
2020-12-21,55.5
2020-12-22,55.5
2020-12-23,55.5
2020-12-24,55.5
2020-12-25,55.5
2020-12-26,55.5
2020-12-27,55.5
2020-12-28,55.5
2020-12-29,55.5
2020-12-30,55.5
2020-12-31,55.5
2021-01-01,55.5
2021-01-02,55.5
2021-01-03,55.5
2021-01-04,55.5
2021-01-05,55.5
2021-01-06,55.5
2021-01-07,55.5
2021-01-08,55.5
